









Frequency of observations in the selected location(s).:
Number of taxa: 	1011

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
Rough-legged Hawk	0.001497	0.0015155	0.001326	0.0015511	0.0019125	0.0016368	0.0012007	0.0010614	6.926E-4	7.028E-4	8.334E-4	2.0E-4	4.35E-5	3.66E-5	1.55E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9.79E-5	2.869E-4	1.739E-4	8.628E-4	6.464E-4	0.0012667	0.0019538	0.0028118	0.0024345	0.0025273	0.0017604	
Swainson's x Rough-legged Hawk (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	
Ferruginous Hawk	0.0051147	0.0053708	0.0045918	0.0057271	0.0055988	0.0034119	0.0031352	0.0043516	0.0029148	0.0024329	0.0017173	8.499E-4	5.442E-4	5.487E-4	4.198E-4	1.66E-4	9.4E-5	6.89E-5	1.085E-4	5.94E-5	5.3E-5	5.27E-5	0.0015	9.68E-5	0.0015	0.0	0.0	0.0015	6.14E-5	6.05E-5	5.81E-5	7.47E-5	9.88E-5	2.565E-4	3.978E-4	9.541E-4	0.0019502	0.0018118	0.0024864	0.0028874	0.0044938	0.0031997	0.0063335	0.0072824	0.0066309	0.00706	0.0079735	0.0071737	
Buteo sp.	0.0016009	0.001808	0.0016452	0.0015511	0.001663	0.0020978	0.0015843	0.0015125	0.0017316	0.001676	0.0016163	0.0019332	0.0021984	0.0019936	0.0018347	0.0016128	0.0012026	0.0014009	0.0013381	0.0011874	0.0016951	0.0012639	0.0012414	9.68E-4	9.062E-4	0.0019762	0.0016554	0.0015844	0.0015358	0.001391	0.0014532	0.0017545	0.0016795	0.0017445	0.0019393	0.0029005	0.0029253	0.0033297	0.0026298	0.0027482	0.002193	0.0030381	0.0022263	0.0022795	0.0022243	0.002475	0.0021002	0.0019585	
Geranoaetus/Buteo sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.18E-5	0.0	0.0	0.0	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Buteo/eagle sp.	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
hawk sp.	0.0018504	0.0022866	0.00248	0.0026448	0.0025777	0.0028816	0.0040023	0.0026269	0.0023953	0.0027032	0.0024749	0.0026332	0.0027425	0.0029263	0.002441	0.0019567	0.0024992	0.0029397	0.0020976	0.0015139	0.0015362	0.0019485	0.001596	0.0016939	0.0018124	0.0014024	0.0026487	0.0017202	0.0014744	0.0016934	0.0020344	0.0025011	0.0023711	0.0023089	0.0037295	0.0028242	0.0037053	0.0042111	0.0050206	0.0036179	0.0028401	0.002521	0.0031859	0.0034932	0.0029377	0.0018259	0.0024917	0.0032788	
eagle sp.	0.0	2.66E-5	4.91E-5	1.99E-5	2.77E-5	0.0	0.0	2.65E-5	0.0	0.0	0.0	0.0	2.18E-5	0.0	1.55E-5	1.19E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8.88E-5	4.2E-5	0.0	7.12E-5	0.0	
Barn Owl	0.0059671	0.0030842	0.0038797	0.0033209	0.0037418	0.0037346	0.0033186	0.0037148	0.0032034	0.0042981	0.0040912	0.0042664	0.004375	0.0039505	0.0046022	0.0044946	0.003589	0.0025952	0.0021699	0.0028497	0.0039729	0.003581	0.0033103	0.0036299	0.0030206	0.0033148	0.0032446	0.002852	0.0038703	0.0032053	0.0034294	0.0038077	0.0041	0.0035916	0.0035306	0.0035112	0.0046317	0.0064636	0.0065506	0.0065748	0.0053207	0.0072721	0.0043375	0.0034932	0.0044066	0.0052747	0.0092906	0.0054573	
Flammulated Owl	0.0	6.381E-4	0.0010559	3.182E-4	5.821E-4	4.611E-4	3.002E-4	4.245E-4	1.443E-4	0.0	2.53E-5	0.0015	4.35E-5	0.0	3.11E-5	1.067E-4	1.503E-4	2.3E-5	1.447E-4	2.078E-4	1.059E-4	1.053E-4	5.91E-5	0.0	0.0	1.275E-4	0.0	4.53E-5	0.0	2.419E-4	5.81E-5	0.0	9.88E-5	0.0	0.0	3.82E-5	4.88E-5	9.79E-5	9.56E-5	5.218E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	
Western Screech-Owl	1.455E-4	1.329E-4	2.701E-4	1.989E-4	1.109E-4	1.383E-4	3.502E-4	1.857E-4	3.752E-4	5.136E-4	6.314E-4	5.333E-4	5.877E-4	5.487E-4	6.997E-4	0.0012808	0.0015596	0.0013091	0.0013019	0.0020482	0.0011124	8.953E-4	7.685E-4	0.0014035	0.0013291	7.012E-4	9.27E-4	4.074E-4	5.529E-4	0.0023586	0.00186	0.0014185	9.385E-4	0.0010775	1.492E-4	3.435E-4	4.875E-4	3.917E-4	3.825E-4	3.131E-4	2.517E-4	0.0015	7.68E-5	2.072E-4	2.518E-4	2.84E-4	1.78E-4	1.76E-4	
Eastern Screech-Owl	0.0144084	0.0097578	0.0119337	0.0131247	0.0133596	0.0134861	0.0139748	0.0158941	0.0163054	0.0194902	0.0147233	0.0153323	0.0134297	0.0109372	0.0118165	0.0134956	0.0125709	0.013619	0.0133449	0.0091724	0.0095879	0.0077413	0.0079801	0.0079857	0.0088202	0.0078409	0.0094689	0.010412	0.0140681	0.0148171	0.0104046	0.0134762	0.0120036	0.0128271	0.0140229	0.0144645	0.0135537	0.0149838	0.0126231	0.0133236	0.0185864	0.0196509	0.0118225	0.010746	0.0098204	0.0136736	0.0198982	0.0135111	
screech-owl sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.6E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Great Horned Owl	0.028692	0.0224402	0.0237692	0.0230676	0.0230051	0.0224077	0.0198116	0.024332	0.0241263	0.0249777	0.0262141	0.0246817	0.0228326	0.0186371	0.0189841	0.0183815	0.0182457	0.0161913	0.0158041	0.011844	0.0120246	0.0111644	0.0091033	0.0113735	0.0091826	0.009817	0.01225	0.0106836	0.0129008	0.0151799	0.0164497	0.0171719	0.0197095	0.0234992	0.0235704	0.0218304	0.0236458	0.0267848	0.0263938	0.0255688	0.0224331	0.0193924	0.0181944	0.0207519	0.0240893	0.0254808	0.0430712	0.0277924	
Snowy Owl	0.0	0.0	0.0	0.0012926	7.761E-4	6.92E-5	8.838E-4	0.001141	0.0	8.11E-5	0.0	1.0E-4	2.18E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	
Northern Pygmy-Owl	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33E-5	2.18E-5	0.0	0.0	0.0	1.315E-4	4.59E-5	7.23E-5	1.187E-4	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.744E-4	7.47E-5	4.94E-5	0.0015	9.95E-5	3.82E-5	4.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ferruginous Pygmy-Owl	4.158E-4	1.861E-4	6.63E-4	3.182E-4	5.54E-5	1.614E-4	4.503E-4	4.511E-4	6.06E-4	0.0012164	0.0014395	0.0019999	0.0025249	0.0016095	0.0017103	0.001518	9.583E-4	6.66E-4	6.148E-4	6.531E-4	9.535E-4	6.846E-4	7.093E-4	2.904E-4	2.416E-4	2.55E-4	3.311E-4	2.263E-4	3.686E-4	1.21E-4	1.163E-4	7.47E-5	4.94E-5	1.539E-4	3.481E-4	5.343E-4	2.925E-4	2.448E-4	4.781E-4	1.739E-4	0.0043141	0.0049774	5.758E-4	4.144E-4	0.0015	1.217E-4	1.068E-4	3.081E-4	
Elf Owl	0.0	0.0	0.0	0.0	0.0	2.31E-5	1.67E-5	2.65E-5	4.329E-4	0.0011083	0.0022224	0.0032664	0.0039397	0.0037128	0.0042757	0.0054907	0.0046601	0.0038124	0.0045568	0.0046604	0.003655	0.0033177	0.0019507	0.0027103	0.0018124	0.0013387	0.0013243	5.432E-4	4.3E-4	6.653E-4	8.138E-4	4.106E-4	3.952E-4	5.644E-4	2.486E-4	2.29E-4	1.463E-4	9.79E-5	1.434E-4	3.48E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Burrowing Owl	0.0076928	0.0067799	0.0056476	0.0056277	0.004213	0.0038038	0.0033019	0.0055987	0.0037228	0.0039737	0.0030305	0.0028165	0.002046	0.0019753	0.0018036	0.0020279	0.0033635	0.0026871	0.0031825	0.0046307	0.0049793	0.0039497	0.0059703	0.0055658	0.005135	0.0050998	0.0050987	0.0055229	0.004976	0.0056244	0.0043013	0.0052636	0.0052361	0.0046691	0.0031825	0.0028624	0.0037541	0.0024483	0.0029167	0.0037918	0.0052128	0.0040724	0.0047213	0.0042629	0.0043226	0.0039763	0.005731	0.0040489	
Spotted Owl	0.0	0.0	2.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	1.88E-5	0.0	3.62E-5	0.0	0.0015	0.0	5.91E-5	4.84E-5	0.0	1.275E-4	6.62E-5	9.05E-5	0.0	0.0	0.0	0.0	9.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.23E-5	0.0	0.0	0.0	0.0	3.56E-5	0.0	
Barred Owl	0.0142836	0.0112467	0.0122284	0.0142184	0.0146623	0.0154687	0.0131243	0.0147266	0.0148048	0.0155705	0.0191681	0.0208653	0.0198507	0.0168813	0.0184866	0.0180494	0.0231501	0.0230352	0.0205418	0.0149608	0.0173747	0.0123229	0.0118224	0.0131643	0.0123845	0.010837	0.0104622	0.0100498	0.0108121	0.0113698	0.0112764	0.0138868	0.0157578	0.0168291	0.0175037	0.014579	0.0158452	0.0190971	0.0140098	0.0141237	0.0108211	0.0077246	0.0096346	0.008733	0.0105338	0.0131056	0.0252732	0.0140833	
Long-eared Owl	9.98E-4	5.318E-4	3.192E-4	1.989E-4	2.495E-4	2.305E-4	5.67E-4	8.226E-4	3.175E-4	5.41E-5	3.283E-4	1.5E-4	1.306E-4	2.012E-4	6.22E-5	1.19E-5	1.88E-5	0.0	7.23E-5	2.968E-4	0.0	0.0	0.0	0.0	0.0	1.275E-4	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	9.95E-5	7.63E-5	1.463E-4	4.9E-5	9.56E-5	6.96E-5	2.517E-4	3.555E-4	0.0013819	1.776E-4	2.098E-4	9.738E-4	0.0016018	0.0014303	
Short-eared Owl	0.0040127	0.0031374	0.0024555	0.0028834	0.0024668	0.0017981	0.0012841	0.001194	7.792E-4	8.11E-4	7.071E-4	3.166E-4	1.959E-4	4.207E-4	2.332E-4	2.37E-5	0.0015	2.3E-5	0.0	0.0015	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	9.88E-5	0.0	0.0	0.0	4.88E-5	4.9E-5	2.869E-4	3.479E-4	7.19E-4	8.403E-4	0.0018041	0.0015098	0.0019305	0.0033271	0.0055886	0.0029707	
Long-eared/Short-eared Owl	0.0	0.0	0.0	1.99E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Northern Saw-whet Owl	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	2.7E-5	2.53E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.23E-5	2.97E-5	5.3E-5	0.0	0.0	0.0	0.0	1.275E-4	0.0	0.0	0.0	1.21E-4	0.0	0.0	4.94E-5	0.0	0.0	0.0	4.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
owl sp.	1.871E-4	1.329E-4	1.964E-4	1.989E-4	1.109E-4	2.305E-4	3.502E-4	1.592E-4	1.732E-4	1.081E-4	2.525E-4	6.67E-5	1.741E-4	5.49E-5	4.66E-5	8.3E-5	3.76E-5	2.067E-4	7.23E-5	5.94E-5	1.059E-4	1.053E-4	1.182E-4	1.452E-4	2.416E-4	3.825E-4	3.973E-4	1.358E-4	1.229E-4	3.024E-4	1.163E-4	1.493E-4	0.0015	0.0	4.97E-5	2.672E-4	1.95E-4	1.469E-4	9.56E-5	3.479E-4	1.079E-4	9.7E-5	2.687E-4	5.92E-5	1.679E-4	2.84E-4	4.627E-4	2.201E-4	
Elegant Trogon	0.0	0.0	2.947E-4	1.79E-4	0.001275	2.997E-4	1.001E-4	1.857E-4	2.89E-5	2.7E-5	2.53E-5	1.67E-5	0.0015	0.0015	0.0	2.37E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ringed Kingfisher	0.0152608	0.0134801	0.0150522	0.0170819	0.0185981	0.0179584	0.0112732	0.0152307	0.0143719	0.0133539	0.0111372	0.0098827	0.0088588	0.0066574	0.0071987	0.0057398	0.0043406	0.0027789	0.0033634	0.0038293	0.0033902	0.0031597	0.0041378	0.003775	0.0039872	0.0029961	0.0038406	0.0053418	0.0041774	0.0041125	0.0042432	0.0053382	0.0070144	0.0057978	0.0095972	0.0083963	0.0097509	0.0093527	0.0103758	0.012767	0.0310613	0.0351972	0.0165438	0.0153345	0.015444	0.0158241	0.0135621	0.017318	
Belted Kingfisher	0.1135414	0.1061126	0.1035973	0.1027701	0.0976191	0.0902762	0.0696406	0.0882798	0.0838937	0.0812586	0.0770765	0.0688287	0.0642535	0.057667	0.0431301	0.0252004	0.0174377	0.0131827	0.0124769	0.0092911	0.0113889	0.0132182	0.0114086	0.0157294	0.0176403	0.0184229	0.0197325	0.0214577	0.0269075	0.0292108	0.03598	0.0435643	0.059178	0.0713186	0.0887618	0.1124723	0.1342207	0.1509646	0.1511906	0.1539692	0.1500216	0.1519716	0.140565	0.1304914	0.1255246	0.1289053	0.153419	0.1263973	
Amazon Kingfisher	2.911E-4	5.318E-4	2.701E-4	5.966E-4	8.32E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.262E-4	0.0030558	0.0031351	0.0017657	6.513E-4	0.0010072	2.84E-4	2.136E-4	5.281E-4	
Green Kingfisher	0.0222883	0.0216692	0.0234254	0.0218546	0.0208986	0.0213011	0.0164262	0.020113	0.0158726	0.0157057	0.0134354	0.0118159	0.0118843	0.0104616	0.0104482	0.0103292	0.0091135	0.0069588	0.0058587	0.0063821	0.0081047	0.0066354	0.0082757	0.0078405	0.0077931	0.0067572	0.0070189	0.0067904	0.0084163	0.0085274	0.0083701	0.0104524	0.0106204	0.0106208	0.0112382	0.0136249	0.0120911	0.0131721	0.0117625	0.0151673	0.0406241	0.0498707	0.0218793	0.0206631	0.0210257	0.0202873	0.0192219	0.0242276	
kingfisher sp.	2.08E-5	0.0	7.37E-5	1.99E-5	5.54E-5	6.92E-5	5.0E-5	5.31E-5	8.66E-5	2.7E-5	5.05E-5	0.0015	0.0	3.66E-5	0.0	2.37E-5	0.0	4.59E-5	0.0	2.97E-5	0.0	5.27E-5	1.182E-4	0.0	0.0	0.0	6.62E-5	0.0	0.0	0.0	0.0	3.73E-5	4.94E-5	0.0015	0.0	0.0	4.88E-5	0.0	4.78E-5	0.0	0.0	6.46E-5	7.68E-5	2.96E-5	8.39E-5	8.11E-5	1.424E-4	8.8E-5	
Williamson's Sapsucker	6.24E-5	0.0015	1.228E-4	3.98E-5	1.109E-4	4.61E-5	5.0E-5	5.31E-5	0.0	1.622E-4	2.53E-5	1.67E-5	2.18E-5	1.83E-5	3.11E-5	0.0	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.052E-4	4.97E-5	3.817E-4	8.776E-4	3.428E-4	9.56E-5	3.479E-4	1.438E-4	2.586E-4	3.071E-4	6.217E-4	7.554E-4	4.463E-4	2.136E-4	2.861E-4	
Yellow-bellied Sapsucker	0.0772813	0.0679057	0.0675752	0.059578	0.0579284	0.0523768	0.0469107	0.0512644	0.0462036	0.0414673	0.0309872	0.0197154	0.0177611	0.0176677	0.0152526	0.0064869	0.0018227	2.756E-4	1.808E-4	1.781E-4	5.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.81E-5	0.0	1.976E-4	1.026E-4	4.475E-4	0.0014503	0.0104822	0.02654	0.0554174	0.0665136	0.0545729	0.0595992	0.068133	0.0653937	0.0739466	0.0790392	0.1105613	0.0867441	
Red-naped Sapsucker	0.001497	0.0013826	0.0015961	0.0014914	0.001663	0.001752	8.672E-4	0.0014594	0.0013275	8.38E-4	8.334E-4	3.166E-4	1.959E-4	1.463E-4	9.33E-5	2.372E-4	2.067E-4	1.148E-4	0.0	5.94E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.14E-5	0.0	0.0	3.73E-5	4.94E-5	1.539E-4	9.448E-4	0.0026334	0.0037053	0.0056801	0.0045902	0.0033048	0.0017616	0.0013251	0.0015354	0.0029011	0.0021823	0.0023127	0.0019222	0.0019805	
Yellow-bellied x Red-naped Sapsucker (hybrid)	0.0	2.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.9E-5	0.0	6.96E-5	0.0	0.0	0.0	0.0	4.2E-5	0.0	0.0	0.0	
Yellow-bellied/Red-naped Sapsucker	4.16E-5	1.329E-4	7.37E-5	1.79E-4	1.109E-4	4.61E-5	1.001E-4	2.65E-5	8.66E-5	8.11E-5	0.0	1.67E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.82E-5	1.463E-4	1.469E-4	4.78E-5	1.739E-4	1.798E-4	1.616E-4	0.0	1.48E-4	0.0	0.0	3.56E-5	8.8E-5	
Red-breasted Sapsucker	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.7E-5	5.05E-5	1.67E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Red-naped x Red-breasted Sapsucker (hybrid)	2.703E-4	5.32E-5	2.46E-5	0.0	5.54E-5	2.31E-5	0.0	2.65E-5	8.66E-5	0.0	0.0	1.67E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	7.68E-5	0.0	0.0	0.0	3.56E-5	3.521E-4	
Red-naped/Red-breasted Sapsucker	0.0	0.0	2.46E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
sapsucker sp.	4.16E-5	2.66E-5	4.91E-5	3.98E-5	0.0	4.61E-5	5.0E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5.13E-5	0.0	0.0	0.0	4.9E-5	0.0	3.48E-5	1.079E-4	6.46E-5	7.68E-5	2.96E-5	4.2E-5	4.06E-5	7.12E-5	4.4E-5	
Lewis's Woodpecker	4.782E-4	3.191E-4	8.103E-4	5.966E-4	4.989E-4	3.919E-4	3.836E-4	3.98E-4	2.597E-4	3.784E-4	2.525E-4	3.166E-4	3.7E-4	2.195E-4	3.576E-4	2.016E-4	1.88E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	3.82E-5	2.438E-4	6.366E-4	3.825E-4	1.391E-4	1.079E-4	3.23E-5	1.152E-4	4.737E-4	6.295E-4	8.926E-4	4.983E-4	5.941E-4	
Red-headed Woodpecker	0.0088779	0.0086943	0.010706	0.0085708	0.0074281	0.0085527	0.0100225	0.0070316	0.0073014	0.0076771	0.0072228	0.0076662	0.0096859	0.0120162	0.0162321	0.0175158	0.0220226	0.0223922	0.0221692	0.019829	0.022407	0.0214335	0.0235857	0.0225535	0.0250106	0.0209728	0.0184744	0.0182888	0.0192284	0.0197762	0.0177284	0.0168359	0.0204011	0.0202668	0.0166087	0.0181666	0.0160889	0.0149349	0.0115234	0.0105754	0.007262	0.0063348	0.0079073	0.0075784	0.0086033	0.0081961	0.008899	0.0095942	
Acorn Woodpecker	0.0020583	0.0021802	0.0026765	0.0019886	0.0028548	0.0020287	0.0019511	0.0024677	0.0031168	0.0039467	0.004066	0.0035664	0.0038961	0.0036579	0.0060326	0.0093805	0.0129655	0.0103119	0.0108857	0.0157623	0.0097998	0.0080046	0.007389	0.0086632	0.0080952	0.0098808	0.0090054	0.0064282	0.0085391	0.0206229	0.0144734	0.0163133	0.0089903	0.0072345	0.004177	0.004618	0.0058505	0.0071492	0.0048771	0.004418	0.0034153	0.002521	0.0041456	0.003878	0.0031476	0.0041792	0.0040224	0.0037189	
Golden-fronted Woodpecker	0.1319001	0.1368749	0.1372867	0.1441725	0.155603	0.1513901	0.128058	0.1515907	0.1423913	0.1487308	0.1394045	0.1326245	0.1223908	0.1114383	0.1092402	0.1090674	0.1068999	0.0962978	0.1070124	0.0999169	0.1164848	0.1082205	0.1114264	0.1131546	0.1046336	0.1009753	0.1060787	0.1014939	0.0914732	0.0941034	0.0902697	0.1032179	0.1040308	0.1101077	0.1154152	0.1080452	0.1057969	0.1099794	0.1064359	0.1140333	0.188237	0.2036522	0.1371488	0.1303138	0.1307705	0.1312586	0.1220589	0.1401285	
Red-bellied Woodpecker	0.1763104	0.1649517	0.1649601	0.1581124	0.1568502	0.1627553	0.1684816	0.1537666	0.158841	0.1567864	0.1590272	0.160606	0.150752	0.1397505	0.1451871	0.153266	0.1876433	0.1985669	0.1887816	0.1521907	0.1688208	0.1526147	0.1506177	0.146888	0.1651664	0.1614075	0.1534234	0.1459937	0.1442438	0.1433928	0.1449663	0.1426012	0.1755088	0.1892766	0.1800597	0.1873903	0.2003803	0.2059544	0.2011093	0.1852432	0.1389488	0.1297673	0.1630585	0.1635287	0.1783196	0.1827477	0.2113338	0.1892659	
Golden-fronted x Red-bellied Woodpecker (hybrid)	2.08E-5	5.32E-5	1.228E-4	0.0	5.54E-5	2.31E-5	5.0E-5	7.96E-5	8.66E-5	1.352E-4	2.273E-4	8.33E-5	8.71E-5	3.66E-5	7.77E-5	3.56E-5	1.88E-5	6.89E-5	3.62E-5	5.94E-5	1.059E-4	1.58E-4	1.182E-4	1.452E-4	1.208E-4	0.0	1.986E-4	9.05E-5	6.14E-5	0.0	5.81E-5	3.73E-5	4.94E-5	5.13E-5	4.97E-5	3.82E-5	0.0	1.959E-4	9.56E-5	6.96E-5	1.079E-4	9.7E-5	3.84E-5	0.0	0.0	4.06E-5	1.424E-4	6.6E-5	
Golden-fronted/Red-bellied Woodpecker	1.871E-4	1.861E-4	1.719E-4	2.784E-4	1.663E-4	1.614E-4	2.668E-4	3.98E-4	3.463E-4	4.325E-4	4.293E-4	5.333E-4	3.7E-4	3.841E-4	3.732E-4	4.151E-4	5.073E-4	4.823E-4	3.255E-4	3.859E-4	3.178E-4	3.686E-4	2.364E-4	2.42E-4	1.812E-4	2.55E-4	4.635E-4	3.169E-4	3.072E-4	1.814E-4	1.744E-4	4.48E-4	4.94E-4	4.618E-4	8.951E-4	4.58E-4	2.925E-4	8.814E-4	4.303E-4	3.479E-4	3.595E-4	2.262E-4	4.606E-4	2.96E-4	2.938E-4	1.623E-4	3.204E-4	3.741E-4	
Melanerpes sp.	1.663E-4	3.722E-4	3.683E-4	2.187E-4	3.049E-4	3.689E-4	1.001E-4	4.511E-4	3.175E-4	4.325E-4	6.061E-4	5.166E-4	5.006E-4	4.572E-4	4.975E-4	6.878E-4	5.449E-4	4.823E-4	8.318E-4	2.672E-4	5.297E-4	5.266E-4	5.32E-4	2.904E-4	4.833E-4	6.375E-4	4.635E-4	5.432E-4	7.986E-4	9.072E-4	0.0011044	0.0010452	0.0010373	0.0010775	9.448E-4	9.923E-4	9.263E-4	8.814E-4	4.303E-4	5.914E-4	6.831E-4	5.818E-4	5.758E-4	1.776E-4	3.357E-4	5.68E-4	2.492E-4	4.181E-4	
Downy Woodpecker	0.1322328	0.1246444	0.123143	0.1158948	0.1209014	0.1259164	0.1311598	0.1138058	0.1255086	0.1225367	0.1172058	0.1106093	0.1001676	0.0959653	0.1011552	0.1136568	0.1398211	0.1515319	0.1375357	0.1007777	0.1150546	0.1085892	0.1093575	0.1038138	0.1166556	0.1081787	0.1090584	0.105206	0.1067699	0.1138796	0.1188096	0.1222562	0.1489824	0.1632119	0.1477374	0.1429662	0.1434352	0.1393105	0.1356508	0.1260349	0.0927524	0.0890756	0.1163058	0.1165483	0.128924	0.1330845	0.1561243	0.1412068	
