









Frequency of observations in the selected location(s).:
Number of taxa: 	1055

	Jan				Feb				Mar				Apr				May				Jun				Jul				Aug				Sep				Oct				Nov				Dec				
duck sp.	0.0057707	0.0062322	0.0061233	0.0058422	0.0060386	0.0063716	0.0055334	0.0056607	0.0052131	0.0053426	0.0050271	0.0040895	0.0044741	0.0036531	0.0034548	0.0029546	0.003444	0.0035186	0.0027983	0.0025967	0.0025963	0.0035526	0.0038423	0.0045116	0.0056867	0.006764	0.0075448	0.0078426	0.0090658	0.0090641	0.0097298	0.0100401	0.0091381	0.0092311	0.0081204	0.0070897	0.0074368	0.0071837	0.0072187	0.0072896	0.0071892	0.0085517	0.008178	0.0074669	0.0082982	0.0080022	0.0074693	0.0069802	
waterfowl sp.	6.48E-5	6.91E-5	5.15E-5	5.06E-5	1.165E-4	8.3E-5	1.35E-4	7.28E-5	3.86E-5	1.174E-4	3.81E-5	5.21E-5	5.37E-5	7.13E-5	0.0	2.56E-5	3.26E-5	4.98E-5	2.24E-5	0.0015	0.0	2.59E-5	2.69E-5	4.53E-5	2.86E-5	2.92E-5	0.0	2.25E-5	6.06E-5	0.0	6.02E-5	4.07E-5	4.81E-5	0.0	4.57E-5	6.7E-5	6.54E-5	2.3E-5	1.434E-4	7.44E-5	9.65E-5	1.194E-4	1.016E-4	9.45E-5	1.643E-4	2.55E-5	6.69E-5	5.72E-5	
Helmeted Guineafowl (Domestic type)	2.205E-4	1.381E-4	1.715E-4	1.644E-4	1.942E-4	1.327E-4	1.963E-4	1.092E-4	1.545E-4	1.37E-4	2.095E-4	2.214E-4	1.074E-4	8.91E-5	1.135E-4	7.67E-5	6.53E-5	3.32E-5	6.72E-5	1.58E-5	0.0	1.297E-4	0.0	2.27E-5	1.143E-4	1.749E-4	6.06E-5	9.01E-5	6.06E-5	8.94E-5	9.04E-5	6.11E-5	2.4E-5	7.29E-5	9.15E-5	3.35E-5	4.36E-5	1.148E-4	2.39E-5	5.58E-5	4.82E-5	7.17E-5	1.016E-4	5.67E-5	5.48E-5	2.039E-4	4.236E-4	1.144E-4	
Mountain Quail	0.0011801	0.0012257	0.0018524	0.0018209	0.0019223	0.0023562	0.0024293	0.0031853	0.0034368	0.0058905	0.0071027	0.0078143	0.0109705	0.0135612	0.0180689	0.0243016	0.0254464	0.0247133	0.0282964	0.0352766	0.0379239	0.035241	0.0323239	0.022195	0.0138024	0.0124785	0.0112717	0.0095779	0.0084291	0.0090939	0.0076212	0.0064558	0.0056512	0.0044698	0.0042318	0.0041566	0.0032931	0.0033738	0.0028683	0.0024361	0.0022436	0.0019588	0.0020318	0.0014556	0.0012598	0.0017075	0.0018506	0.0013302	
California Quail	0.0679124	0.0612171	0.0637371	0.0649722	0.0659974	0.0681302	0.0711245	0.071387	0.0801653	0.0907063	0.1091117	0.1226199	0.1417399	0.1598296	0.1764391	0.1896168	0.1870205	0.1896898	0.1956123	0.1869439	0.1662069	0.1560045	0.1431066	0.1398354	0.1313082	0.1155427	0.114232	0.1096162	0.107092	0.109723	0.1135344	0.1109912	0.1098259	0.1064739	0.1052908	0.1043846	0.0989466	0.0974731	0.0963046	0.0954533	0.0882729	0.0876908	0.084091	0.0778072	0.0807362	0.0805576	0.0998216	0.0819888	
Gambel's Quail	0.0053298	0.0057143	0.0061747	0.0056272	0.0068347	0.0064878	0.0067358	0.0080269	0.0088236	0.0084933	0.0103399	0.0104191	0.0094135	0.0106565	0.009148	0.0114474	0.0130905	0.009726	0.0093127	0.0102125	0.0063516	0.0060421	0.0047022	0.005101	0.0048866	0.0059477	0.0051813	0.0050481	0.0052454	0.0045022	0.0044582	0.004847	0.0053386	0.0046399	0.0048722	0.0046259	0.0047979	0.0058525	0.0075055	0.0054114	0.0057176	0.0075723	0.0057144	0.0058412	0.0057238	0.0051225	0.006466	0.0072377	
California x Gambel's Quail (hybrid)	3.89E-5	5.18E-5	1.72E-5	1.26E-5	1.94E-5	3.32E-5	2.45E-5	0.0	1.738E-4	1.174E-4	1.333E-4	9.12E-5	3.58E-5	7.13E-5	8.11E-5	7.67E-5	4.9E-5	3.32E-5	4.48E-5	3.17E-5	0.0	0.0	2.69E-5	4.53E-5	2.86E-5	2.92E-5	0.0	0.0	0.0	0.0	6.02E-5	2.04E-5	0.0	0.0	0.0	8.38E-5	2.18E-5	4.59E-5	0.0015	0.0	2.41E-5	4.78E-5	1.27E-4	1.89E-5	8.22E-5	7.65E-5	1.115E-4	8.58E-5	
California/Gambel's Quail	1.815E-4	1.726E-4	1.715E-4	1.012E-4	1.553E-4	2.655E-4	1.84E-4	3.276E-4	4.634E-4	4.501E-4	7.617E-4	7.163E-4	5.011E-4	4.277E-4	5.19E-4	5.884E-4	4.244E-4	4.979E-4	4.925E-4	4.908E-4	6.95E-5	1.815E-4	2.15E-4	3.627E-4	1.143E-4	2.041E-4	6.06E-5	1.352E-4	1.516E-4	8.94E-5	3.012E-4	1.629E-4	1.683E-4	1.7E-4	2.745E-4	1.341E-4	1.527E-4	1.148E-4	1.434E-4	2.417E-4	1.206E-4	1.194E-4	2.286E-4	1.701E-4	8.22E-5	1.784E-4	2.23E-4	1.573E-4	
new world quail sp.	1.3E-5	3.45E-5	3.43E-5	1.26E-5	0.0	1.66E-5	3.68E-5	0.0	0.0	1.96E-5	1.9E-5	1.302E-4	1.074E-4	1.604E-4	9.73E-5	1.023E-4	1.63E-5	3.32E-5	8.95E-5	7.92E-5	2.32E-5	5.19E-5	1.343E-4	4.53E-5	2.86E-5	2.92E-5	6.06E-5	0.0	6.06E-5	5.96E-5	3.01E-5	6.11E-5	7.21E-5	2.43E-5	2.29E-5	5.03E-5	2.18E-5	2.3E-5	2.39E-5	1.86E-5	2.41E-5	0.0	2.54E-5	1.89E-5	5.48E-5	0.0	2.23E-5	1.287E-4	
Indian Peafowl	0.0018285	0.0020544	0.0016466	0.0018209	0.0016698	0.0022566	0.002233	0.0024208	0.0024521	0.0029746	0.0030658	0.0030346	0.0031319	0.0027087	0.0026114	0.0027883	0.002481	0.0029211	0.0027983	0.0024858	0.0018313	0.0025154	0.0019883	0.0020857	0.0017432	0.0023033	0.0019089	0.0014649	0.0016373	0.0014312	0.0012049	0.0011405	0.0010581	0.0012146	0.0010065	9.051E-4	0.0010468	0.0012623	0.0014581	0.0010414	0.0013751	0.0015766	0.0016508	0.001172	0.0011776	0.0019878	0.0018283	0.0017307	
Indian Peafowl (Domestic type)	6.095E-4	5.524E-4	4.631E-4	5.69E-4	5.631E-4	5.144E-4	5.276E-4	6.735E-4	0.0010619	8.024E-4	0.0010092	0.0010549	0.0016286	0.0013722	0.0013949	0.0013302	0.0014037	0.0012946	0.0013656	9.975E-4	0.0012286	8.817E-4	0.0010748	6.575E-4	8.573E-4	9.621E-4	7.272E-4	4.057E-4	5.458E-4	7.156E-4	3.012E-4	3.462E-4	7.936E-4	9.717E-4	4.346E-4	5.531E-4	7.197E-4	4.361E-4	3.585E-4	4.835E-4	7.72E-4	4.777E-4	2.794E-4	2.836E-4	7.394E-4	4.332E-4	7.581E-4	4.863E-4	
old world quail sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Chukar	4.02E-4	2.935E-4	3.43E-4	6.07E-4	7.378E-4	9.458E-4	6.135E-4	0.0011103	0.0013708	0.0018591	0.0021327	0.0023313	0.001736	0.001586	0.0020924	0.0025836	0.0023504	0.0026888	0.0024849	0.0037208	0.0027122	0.0018671	0.0019346	0.0017003	0.0012002	0.0013995	0.0013332	0.0015325	0.0012128	0.0011926	0.0015664	0.0014459	0.0027655	0.0021377	0.0023332	0.0022124	0.0021809	0.0022492	0.0016971	0.0016364	9.167E-4	8.838E-4	8.635E-4	5.482E-4	3.834E-4	5.607E-4	4.905E-4	6.294E-4	
Ring-necked Pheasant	0.0071582	0.0067156	0.0080958	0.0080298	0.0092424	0.0096238	0.0079014	0.0095195	0.0093835	0.0117419	0.0126059	0.01361	0.0140666	0.0154323	0.0164793	0.0150542	0.0148533	0.0141906	0.0134542	0.0122233	0.0110341	0.0098021	0.0091087	0.0079576	0.0076585	0.0071722	0.0078175	0.0054087	0.0059731	0.0058141	0.0053017	0.0058449	0.0058436	0.0051743	0.0057415	0.0053466	0.0045144	0.0058066	0.0067167	0.0067875	0.0074787	0.0081695	0.0091939	0.0096975	0.0108178	0.0091236	0.0100557	0.0083963	
pheasant sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Ruffed Grouse	2.334E-4	1.208E-4	5.15E-5	7.59E-5	5.83E-5	1.327E-4	1.104E-4	7.28E-5	1.158E-4	3.91E-5	5.71E-5	5.21E-5	7.16E-5	2.495E-4	4.542E-4	2.302E-4	2.285E-4	1.162E-4	2.463E-4	1.9E-4	9.27E-5	0.0015	1.612E-4	1.587E-4	1.715E-4	1.166E-4	1.212E-4	1.803E-4	6.06E-5	1.491E-4	1.205E-4	0.0015	9.62E-5	1.7E-4	1.372E-4	1.508E-4	1.309E-4	2.3E-5	1.195E-4	1.116E-4	7.24E-5	9.55E-5	5.08E-5	9.45E-5	5.48E-5	1.784E-4	6.69E-5	1.287E-4	
Greater Sage-Grouse	2.59E-5	1.73E-5	0.0	2.53E-5	0.0	0.0	4.91E-5	3.64E-5	3.86E-5	2.544E-4	7.807E-4	5.731E-4	5.727E-4	6.415E-4	6.326E-4	3.198E-4	2.612E-4	1.992E-4	1.119E-4	2.058E-4	9.27E-5	1.556E-4	6.18E-4	3.854E-4	5.715E-4	5.54E-4	6.06E-4	8.789E-4	4.245E-4	5.069E-4	6.025E-4	3.666E-4	4.569E-4	3.887E-4	4.346E-4	1.844E-4	2.399E-4	6.89E-5	2.39E-5	9.3E-5	7.24E-5	9.55E-5	7.62E-5	5.67E-5	1.643E-4	2.55E-5	2.23E-5	2.86E-5	
White-tailed Ptarmigan	1.3E-5	1.73E-5	0.0015	1.26E-5	0.0	1.66E-5	2.45E-5	0.0	3.86E-5	0.0	1.9E-5	0.0	1.79E-5	0.0	1.62E-5	0.0	0.0	0.0	4.48E-5	1.58E-5	4.64E-5	2.59E-5	0.0015	1.36E-4	2.0E-4	1.749E-4	9.09E-5	1.352E-4	9.1E-5	2.087E-4	9.04E-5	1.426E-4	4.81E-5	4.86E-5	4.57E-5	5.03E-5	4.36E-5	0.0	0.0	0.0	0.0	0.0	2.54E-5	0.0	0.0	0.0	0.0	0.0	
Sooty Grouse	9.08E-5	3.45E-5	1.72E-5	2.53E-5	7.77E-5	1.161E-4	2.45E-5	9.1E-5	3.089E-4	2.935E-4	7.998E-4	0.0012503	0.0014317	0.0026552	0.0032277	0.0025964	0.0029054	0.0035186	0.0023506	0.0038475	0.0038944	0.0048233	0.005562	0.0057811	0.0042579	0.003936	0.0036663	0.0036734	0.003123	0.0034885	0.0028316	0.0021791	0.0016112	0.0013847	0.0015783	9.553E-4	6.325E-4	5.279E-4	5.259E-4	2.789E-4	3.377E-4	4.777E-4	1.27E-4	1.89E-5	5.48E-5	2.55E-5	4.46E-5	1.001E-4	
grouse sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.28E-5	0.0	0.0	0.0	1.58E-5	0.0	0.0	0.0	0.0	0.0	2.92E-5	0.0	2.25E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	2.3E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Wild Turkey	0.0162098	0.0156409	0.0157971	0.0166414	0.0166013	0.0207576	0.0243666	0.0225701	0.0283822	0.0362238	0.0487861	0.0585554	0.0610806	0.0637251	0.0584238	0.0565973	0.0511703	0.0475511	0.0443251	0.0370658	0.0332182	0.0282914	0.0263321	0.0245075	0.024347	0.0213126	0.0231494	0.0214996	0.0253176	0.0223322	0.0226526	0.0259047	0.0234225	0.0248512	0.0263284	0.0251911	0.0251238	0.025774	0.025337	0.0249744	0.0225809	0.0198027	0.0206735	0.0184877	0.0171715	0.018502	0.0215385	0.0183516	
Wild Turkey (Domestic type)	0.0	0.0	0.0	0.0	0.0	1.66E-5	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	1.63E-5	0.0	0.0	1.58E-5	0.0	0.0	0.0	0.0	2.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.41E-5	2.39E-5	0.0	0.0	0.0	0.0	0.0	0.0	
Pied-billed Grebe	0.1799803	0.1731549	0.1728929	0.1617729	0.1579744	0.1350324	0.113355	0.143047	0.1428765	0.1401984	0.1285537	0.1132297	0.103352	0.0969777	0.0862732	0.0805408	0.076176	0.0749697	0.075957	0.0736565	0.0684763	0.0707932	0.0728968	0.0823641	0.093959	0.0927724	0.097476	0.107002	0.111822	0.117833	0.1174202	0.1317231	0.131036	0.132224	0.1319624	0.1335311	0.1366541	0.1470014	0.1482694	0.1586983	0.1708765	0.1742589	0.1780871	0.1871267	0.1868872	0.1792859	0.1692977	0.1754777	
Horned Grebe	0.0497705	0.0506862	0.051542	0.0435761	0.0397266	0.03521	0.0285259	0.0328176	0.0304481	0.0283567	0.0254404	0.0192884	0.0164826	0.0135612	0.0114998	0.0070219	0.0031665	0.0020747	0.0015894	9.342E-4	6.722E-4	6.742E-4	9.136E-4	6.348E-4	3.429E-4	3.79E-4	3.939E-4	2.93E-4	3.032E-4	4.472E-4	5.422E-4	6.11E-4	6.733E-4	0.0010446	0.0019443	0.0036203	0.0065426	0.0099837	0.0135051	0.0206044	0.0275265	0.0344696	0.0384772	0.046673	0.0443665	0.0459747	0.0443924	0.0480604	
Red-necked Grebe	0.0059004	0.0053863	0.0049055	0.0053869	0.005126	0.005011	0.0035335	0.0040044	0.0038229	0.0047555	0.0044749	0.0030346	0.002935	0.0025305	0.0031466	0.0020848	0.0012568	0.0010622	0.0011417	8.867E-4	6.954E-4	7.002E-4	2.956E-4	6.121E-4	5.72E-5	6.997E-4	5.151E-4	4.507E-4	3.032E-4	5.665E-4	5.121E-4	9.979E-4	0.00101	0.0012632	0.0019443	0.0019945	0.00205	0.0026853	0.0039918	0.0035518	0.0053798	0.0048492	0.0062478	0.0068431	0.0065728	0.0059125	0.0047715	0.0059074	
Eared Grebe	0.1034313	0.1011135	0.1038386	0.0915023	0.0868122	0.0763436	0.0597141	0.0759192	0.0743344	0.0708429	0.0679044	0.0628012	0.061009	0.0596978	0.0578723	0.0552543	0.045735	0.0343231	0.0289904	0.0243516	0.016783	0.0175557	0.0166053	0.017162	0.0150311	0.0159771	0.0183317	0.0182093	0.0166763	0.0183965	0.0207549	0.0217298	0.0281358	0.0322847	0.0447423	0.0603379	0.0711404	0.0898992	0.0986949	0.109549	0.1086584	0.1182667	0.118022	0.1174669	0.1047543	0.1005632	0.0932887	0.101685	
Horned/Eared Grebe	0.0016339	0.0018645	0.0015265	0.0016313	0.0016116	0.0019248	0.0013373	0.0014015	0.0015446	0.0017417	0.0013901	0.0011201	9.127E-4	6.593E-4	6.326E-4	3.325E-4	2.612E-4	1.328E-4	4.48E-5	7.92E-5	9.27E-5	2.59E-5	5.37E-5	2.27E-5	5.72E-5	8.75E-5	3.03E-5	4.51E-5	0.0	2.98E-5	6.02E-5	6.11E-5	1.924E-4	2.186E-4	3.66E-4	5.196E-4	8.942E-4	0.0011476	0.0015298	0.0017108	0.0016164	0.0014571	0.0013461	0.0020038	0.0015884	0.0014526	0.0018283	0.0016449	
Podiceps sp.	0.0	0.0	0.0	0.0	1.94E-5	1.66E-5	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.66E-5	0.0	1.58E-5	0.0	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	4.59E-5	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Western Grebe	0.1072827	0.1030816	0.1028953	0.0931588	0.0875694	0.0804254	0.0672842	0.0880233	0.0828876	0.0793949	0.075826	0.0691308	0.0652326	0.0605353	0.0620894	0.0577995	0.0495544	0.0466382	0.0441907	0.0423541	0.0368112	0.0395457	0.0405191	0.0416695	0.0410642	0.0409924	0.0395116	0.0404075	0.0395682	0.0422493	0.0405157	0.0394681	0.0395344	0.0373618	0.0413569	0.0461082	0.0534534	0.0683941	0.0866718	0.104119	0.114762	0.1223276	0.1284858	0.129206	0.1195706	0.1139682	0.1048384	0.1158027	
Clark's Grebe	0.0372047	0.0376521	0.0383177	0.0354957	0.0339404	0.031991	0.0272989	0.0367856	0.03653	0.0383373	0.0353804	0.0337709	0.0326968	0.0316131	0.0306879	0.0302875	0.0267359	0.0255763	0.0251623	0.0242566	0.0216509	0.0224308	0.0231346	0.0239634	0.0254615	0.0249278	0.0244523	0.0265477	0.027531	0.0289514	0.0256951	0.0244384	0.0242641	0.0229807	0.0232404	0.0236994	0.0233354	0.0263019	0.0302849	0.0357043	0.0397095	0.0393904	0.0435567	0.0433648	0.042203	0.0397054	0.0366555	0.0402506	
Western x Clark's Grebe (hybrid)	7.78E-5	6.91E-5	3.43E-5	7.59E-5	3.88E-5	3.32E-5	2.45E-5	3.64E-5	1.93E-5	0.0	0.0	1.3E-5	7.16E-5	5.35E-5	3.24E-5	1.28E-5	1.63E-5	1.66E-5	2.24E-5	1.58E-5	6.95E-5	1.037E-4	2.69E-5	4.53E-5	1.429E-4	5.83E-5	6.06E-5	9.01E-5	1.213E-4	2.982E-4	1.506E-4	6.11E-5	2.4E-5	9.72E-5	1.372E-4	6.7E-5	4.36E-5	4.59E-5	1.434E-4	1.86E-5	0.0	4.78E-5	7.62E-5	1.134E-4	8.22E-5	2.55E-5	6.69E-5	7.15E-5	
Western/Clark's Grebe	0.022577	0.0236685	0.0221605	0.0225974	0.0211836	0.0188992	0.0158027	0.0205679	0.0206205	0.0216247	0.0200705	0.0178818	0.01659	0.0153076	0.0144356	0.0138391	0.0125355	0.0119666	0.0115066	0.0111466	0.0084842	0.0097503	0.009673	0.0104287	0.0104589	0.0106709	0.0092113	0.0112906	0.0116734	0.011986	0.0113263	0.0113435	0.0110619	0.0109559	0.0105908	0.0116988	0.0119949	0.0156297	0.0182379	0.0213668	0.0247039	0.025679	0.0253975	0.0271078	0.0246207	0.0241851	0.0226756	0.0254034	
grebe sp.	3.89E-5	1.208E-4	8.58E-5	3.79E-5	1.553E-4	4.98E-5	9.82E-5	5.46E-5	7.72E-5	5.87E-5	1.143E-4	5.21E-5	1.79E-5	3.56E-5	4.87E-5	0.0	1.63E-5	0.0	0.0	1.58E-5	4.64E-5	7.78E-5	2.69E-5	0.0	0.0	0.0	6.06E-5	0.0	3.03E-5	0.0	0.0	2.04E-5	7.21E-5	9.72E-5	6.86E-5	1.68E-5	8.72E-5	9.18E-5	4.78E-5	1.116E-4	1.206E-4	7.17E-5	2.54E-5	7.56E-5	8.22E-5	7.65E-5	1.561E-4	2.003E-4	
Rock Pigeon	0.1673496	0.1587225	0.1563926	0.1549317	0.1504019	0.141487	0.1328017	0.1515471	0.1544417	0.1508249	0.1484909	0.1414915	0.1373911	0.1321548	0.1277959	0.127622	0.1287174	0.1271182	0.1276248	0.1190823	0.1140036	0.1126987	0.1099229	0.1217665	0.1383666	0.1399749	0.1521377	0.1619904	0.1665808	0.1636006	0.1648944	0.1711708	0.170859	0.1703875	0.1632546	0.1646722	0.1646348	0.1562048	0.1575676	0.1594421	0.1638802	0.1631273	0.168309	0.1708885	0.1742072	0.1763297	0.1761427	0.1706145	
Band-tailed Pigeon	0.043935	0.0417264	0.0431032	0.0455867	0.0477651	0.0551712	0.0587203	0.0581179	0.0625953	0.0696295	0.079444	0.0907765	0.0968198	0.1031257	0.1032553	0.1060063	0.1016551	0.1014589	0.1107902	0.1106906	0.108672	0.1063973	0.1050058	0.0994355	0.0996457	0.0872912	0.0875678	0.0863814	0.0793487	0.0757327	0.0723559	0.0663911	0.0662514	0.0642536	0.0649404	0.0655169	0.0648158	0.0603383	0.0555263	0.0556392	0.0474054	0.045625	0.0415503	0.04	0.0392178	0.0441652	0.0545596	0.0437979	
Rock/Band-tailed Pigeon	0.0	0.0	0.0	0.0	0.0	1.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.56E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.86E-5	0.0	0.0	0.0	0.0	0.0	3.01E-5	0.0	2.4E-5	2.43E-5	0.0	0.0	0.0	0.0	0.0	1.86E-5	4.82E-5	2.39E-5	2.54E-5	0.0	0.0	0.0	0.0	0.0	
Oriental Turtle-Dove	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0015	
Eurasian Collared-Dove	0.1170086	0.1055675	0.1151933	0.1155792	0.1252961	0.1218743	0.1171462	0.1291227	0.1342459	0.1416466	0.1517852	0.1533042	0.1674213	0.1723038	0.1706324	0.177466	0.177015	0.1712835	0.167786	0.1633997	0.1477781	0.1408604	0.1306661	0.1401075	0.1437675	0.1386629	0.1427446	0.149325	0.1515115	0.1543576	0.1617616	0.1619657	0.1604944	0.1529698	0.1396711	0.135291	0.1233943	0.1157651	0.1041448	0.104212	0.0953897	0.0910589	0.0931833	0.0920605	0.0992222	0.1033156	0.1186176	0.1101099	
African Collared-Dove (Domestic type or Ringed Turtle-Dove)	6.48E-5	3.45E-5	3.43E-5	6.32E-5	0.0	3.32E-5	4.91E-5	1.82E-5	0.0015	1.96E-5	0.0	0.0015	5.37E-5	0.0	1.62E-5	2.56E-5	6.53E-5	3.32E-5	0.0015	0.0	0.0	0.0015	0.0	0.0015	0.0	2.92E-5	3.03E-5	0.0	6.06E-5	0.0	0.0	0.0015	2.4E-5	0.0	0.0	0.0	0.0	0.0	0.0015	0.0	0.0	0.0	0.0	1.89E-5	2.74E-5	2.55E-5	8.92E-5	1.001E-4	
Eurasian x African Collared-Dove (hybrid)	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	
Eurasian/African Collared-Dove	0.0	3.45E-5	0.0	0.0	0.0	1.66E-5	2.45E-5	0.0015	0.0	1.96E-5	1.9E-5	3.91E-5	7.16E-5	1.78E-5	0.0	1.28E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	6.02E-5	2.04E-5	2.4E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.86E-5	0.0	2.39E-5	2.54E-5	0.0015	0.0	0.0	0.0	0.0	
Spotted Dove	2.464E-4	1.899E-4	4.288E-4	3.414E-4	5.825E-4	4.812E-4	6.748E-4	7.827E-4	6.758E-4	5.284E-4	5.713E-4	4.428E-4	3.758E-4	4.277E-4	4.379E-4	5.372E-4	4.57E-4	5.145E-4	6.044E-4	3.167E-4	2.318E-4	3.371E-4	4.299E-4	3.854E-4	6.573E-4	4.082E-4	6.06E-4	4.733E-4	5.761E-4	2.982E-4	3.615E-4	4.684E-4	5.29E-4	6.559E-4	3.66E-4	4.19E-4	5.452E-4	3.672E-4	4.063E-4	4.835E-4	7.24E-5	1.194E-4	1.524E-4	1.323E-4	4.656E-4	2.294E-4	2.23E-4	2.718E-4	
Streptopelia sp.	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.62E-5	1.28E-5	0.0	1.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.23E-5	1.43E-5	
Inca Dove	8.17E-4	8.114E-4	6.346E-4	7.334E-4	7.378E-4	8.794E-4	9.202E-4	7.099E-4	5.599E-4	7.437E-4	8.379E-4	0.0010549	8.59E-4	0.0011405	0.0010056	8.697E-4	9.793E-4	8.631E-4	0.0011641	0.0012192	5.332E-4	7.779E-4	9.942E-4	0.0013149	0.0011431	0.0015161	0.0010605	0.0015775	0.0010309	0.0012523	0.0011748	0.0011201	0.0017555	0.001166	0.0010751	9.721E-4	9.378E-4	0.0013312	0.001482	8.182E-4	0.001351	9.316E-4	6.857E-4	9.641E-4	5.751E-4	7.136E-4	0.0012932	7.581E-4	
Common Ground Dove	0.0035143	0.0041778	0.0039621	0.0041856	0.0041552	0.0038495	0.0039752	0.0042046	0.0043249	0.0043836	0.0044178	0.0047016	0.0035256	0.0039205	0.0040225	0.0044894	0.0047171	0.003668	0.0038952	0.0042433	0.0027585	0.003034	0.0027944	0.0042168	0.0041721	0.0048981	0.0047268	0.005296	0.0056093	0.0053073	0.0051511	0.0052135	0.0062284	0.00498	0.0042089	0.0036706	0.0036203	0.004223	0.0042308	0.0031055	0.0023884	0.0032248	0.0041144	0.0038185	0.0030399	0.0038992	0.0057079	0.0040193	
Ruddy Ground Dove	1.426E-4	3.45E-5	1.201E-4	7.59E-5	3.88E-5	1.161E-4	8.59E-5	7.28E-5	0.0015	3.91E-5	5.71E-5	5.21E-5	8.95E-5	3.56E-5	4.87E-5	1.28E-5	0.0	0.0	6.72E-5	6.33E-5	0.0015	2.59E-5	2.69E-5	0.0	1.143E-4	5.83E-5	6.06E-5	1.127E-4	0.0015	2.98E-5	4.518E-4	0.0015	2.4E-5	0.0015	0.0015	5.03E-5	8.72E-5	2.295E-4	1.673E-4	1.86E-4	1.447E-4	9.55E-5	5.08E-5	1.323E-4	2.74E-5	7.65E-5	1.115E-4	1.43E-4	
Common/Ruddy Ground Dove	0.0	0.0	1.72E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.86E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.43E-5	
ground dove/Inca Dove sp.	0.0	0.0	1.72E-5	1.26E-5	0.0	0.0	0.0	0.0	0.0	0.0	1.9E-5	0.0	0.0	0.0	0.0	1.28E-5	0.0	1.66E-5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0015	0.0015	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.39E-5	2.54E-5	0.0	0.0	0.0	0.0	0.0	
